,geometry,color,mw,plantName,year
1124,"27437    POLYGON ((305413.178 4284663.624, 305413.092 4...
27438    POLYGON ((305413.178 4284663.624, 305413.092 4...
27439    POLYGON ((305413.178 4284663.624, 305413.092 4...
27440    POLYGON ((305413.178 4284663.624, 305413.092 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",17907.0,I 95 Municipal Landfill Phase I-LFG,2014
1426,"11623    POLYGON ((305413.147 4284663.624, 305413.061 4...
11624    POLYGON ((305413.147 4284663.624, 305413.061 4...
11625    POLYGON ((305413.147 4284663.624, 305413.061 4...
11626    POLYGON ((305413.147 4284663.624, 305413.061 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",17876.0,I 95 Landfill Phase II-LFG,2017
637,"7362    POLYGON ((349855.309 4113683.320, 349855.223 4...
7363    POLYGON ((349855.309 4113683.320, 349855.223 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",17767.18,Gravel Neck-DFO,2009
1418,"19235    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19236    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19237    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19238    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19239    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19240    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19241    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19242    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19243    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19244    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19245    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19246    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19247    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19248    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19249    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19250    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19251    POLYGON ((-6065.370 4130413.500, -6065.455 413...
19252    POLYGON ((-6065.370 4130413.500, -6065.455 413...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",17632.33,New River-LFG,2017
1320,"11623    POLYGON ((305412.697 4284663.624, 305412.613 4...
11624    POLYGON ((305412.697 4284663.624, 305412.613 4...
11625    POLYGON ((305412.697 4284663.624, 305412.613 4...
11626    POLYGON ((305412.697 4284663.624, 305412.613 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",17426.0,I 95 Landfill Phase II-LFG,2016
475,"9459    POLYGON ((-34819.172 4080005.340, -34819.254 4...
9460    POLYGON ((-34819.172 4080005.340, -34819.254 4...
9461    POLYGON ((-34819.172 4080005.340, -34819.254 4...
9462    POLYGON ((-34819.172 4080005.340, -34819.254 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",17184.999,Fries Hydroelectric Project-WAT,2007
1093,"14727    POLYGON ((278861.587 4136813.456, 278861.504 4...
14728    POLYGON ((278861.587 4136813.456, 278861.504 4...
14729    POLYGON ((278861.587 4136813.456, 278861.504 4...
14730    POLYGON ((278861.587 4136813.456, 278861.504 4...
14731    POLYGON ((278861.587 4136813.456, 278861.504 4...
14732    POLYGON ((278861.587 4136813.456, 278861.504 4...
14733    POLYGON ((278861.587 4136813.456, 278861.504 4...
14734    POLYGON ((278861.587 4136813.456, 278861.504 4...
14735    POLYGON ((278861.587 4136813.456, 278861.504 4...
14736    POLYGON ((278861.587 4136813.456, 278861.504 4...
14737    POLYGON ((278861.587 4136813.456, 278861.504 4...
14738    POLYGON ((278861.587 4136813.456, 278861.504 4...
14739    POLYGON ((278861.587 4136813.456, 278861.504 4...
14740    POLYGON ((278861.587 4136813.456, 278861.504 4...
14741    POLYGON ((278861.587 4136813.456, 278861.504 4...
14742    POLYGON ((278861.587 4136813.456, 278861.504 4...
14743    POLYGON ((278861.587 4136813.456, 278861.504 4...
14744    POLYGON ((278861.587 4136813.456, 278861.504 4...
14745    POLYGON ((278861.587 4136813.456, 278861.504 4...
14746    POLYGON ((278861.587 4136813.456, 278861.504 4...
14747    POLYGON ((278861.587 4136813.456, 278861.504 4...
14748    POLYGON ((278861.587 4136813.456, 278861.504 4...
14749    POLYGON ((278861.587 4136813.456, 278861.504 4...
14750    POLYGON ((278861.587 4136813.456, 278861.504 4...
14751    POLYGON ((278861.587 4136813.456, 278861.504 4...
14752    POLYGON ((278861.587 4136813.456, 278861.504 4...
14753    POLYGON ((278861.587 4136813.456, 278861.504 4...
14754    POLYGON ((278861.587 4136813.456, 278861.504 4...
14755    POLYGON ((278861.587 4136813.456, 278861.504 4...
14756    POLYGON ((278861.587 4136813.456, 278861.504 4...
14757    POLYGON ((278861.587 4136813.456, 278861.504 4...
14758    POLYGON ((278861.587 4136813.456, 278861.504 4...
14759    POLYGON ((278861.587 4136813.456, 278861.504 4...
14760    POLYGON ((278861.587 4136813.456, 278861.504 4...
14761    POLYGON ((278861.587 4136813.456, 278861.504 4...
14762    POLYGON ((278861.587 4136813.456, 278861.504 4...
14763    POLYGON ((278861.587 4136813.456, 278861.504 4...
14764    POLYGON ((278861.587 4136813.456, 278861.504 4...
14765    POLYGON ((278861.587 4136813.456, 278861.504 4...
14766    POLYGON ((278861.587 4136813.456, 278861.504 4...
14767    POLYGON ((278861.587 4136813.456, 278861.504 4...
14768    POLYGON ((278861.587 4136813.456, 278861.504 4...
14769    POLYGON ((278861.587 4136813.456, 278861.504 4...
14770    POLYGON ((278861.587 4136813.456, 278861.504 4...
14771    POLYGON ((278861.587 4136813.456, 278861.504 4...
14772    POLYGON ((278861.587 4136813.456, 278861.504 4...
14773    POLYGON ((278861.587 4136813.456, 278861.504 4...
14774    POLYGON ((278861.587 4136813.456, 278861.504 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",17141.785,Chesterfield Landfill Gas-LFG,2013
301,"5708    POLYGON ((301242.679 4267831.113, 301242.597 4...
5709    POLYGON ((301242.679 4267831.113, 301242.597 4...
5710    POLYGON ((301242.679 4267831.113, 301242.597 4...
5711    POLYGON ((301242.679 4267831.113, 301242.597 4...
5712    POLYGON ((301242.679 4267831.113, 301242.597 4...
5713    POLYGON ((301242.679 4267831.113, 301242.597 4...
dtype: geometry","(0.4117647058823529, 0.4, 0.39215686274509803, 1)",17066.0,Possum Point-DFO,2005
1024,"11623    POLYGON ((305412.248 4284663.624, 305412.167 4...
11624    POLYGON ((305412.248 4284663.624, 305412.167 4...
11625    POLYGON ((305412.248 4284663.624, 305412.167 4...
11626    POLYGON ((305412.248 4284663.624, 305412.167 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",16977.0,I 95 Landfill Phase II-LFG,2013
18,"9459    POLYGON ((-34819.383 4080005.340, -34819.464 4...
9460    POLYGON ((-34819.383 4080005.340, -34819.464 4...
9461    POLYGON ((-34819.383 4080005.340, -34819.464 4...
9462    POLYGON ((-34819.383 4080005.340, -34819.464 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",16974.0,Fries Hydroelectric Project-WAT,2001
1376,"11497    POLYGON ((103339.224 4057078.576, 103339.145 4...
11498    POLYGON ((103339.224 4057078.576, 103339.145 4...
11499    POLYGON ((103339.224 4057078.576, 103339.145 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",16457.0,Schoolfield Dam-WAT,2016
787,"11497    POLYGON ((103339.170 4057078.576, 103339.092 4...
11498    POLYGON ((103339.170 4057078.576, 103339.092 4...
11499    POLYGON ((103339.170 4057078.576, 103339.092 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",16403.0,Schoolfield Dam-WAT,2010
1222,"27437    POLYGON ((305411.620 4284663.624, 305411.542 4...
27438    POLYGON ((305411.620 4284663.624, 305411.542 4...
27439    POLYGON ((305411.620 4284663.624, 305411.542 4...
27440    POLYGON ((305411.620 4284663.624, 305411.542 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",16349.0,I 95 Municipal Landfill Phase I-LFG,2015
438,"5717    POLYGON ((113901.920 4167498.572, 113901.842 4...
5718    POLYGON ((113901.920 4167498.572, 113901.842 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",16320.0,Snowden-WAT,2006
775,"10822    POLYGON ((180937.973 4254697.952, 180937.895 4...
10824    POLYGON ((180937.973 4254697.952, 180937.895 4...
10825    POLYGON ((180937.973 4254697.952, 180937.895 4...
10826    POLYGON ((180937.973 4254697.952, 180937.895 4...
22771    POLYGON ((180937.973 4254697.952, 180937.895 4...
22772    POLYGON ((180937.973 4254697.952, 180937.895 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",16224.455,Elkton-NG,2010
419,"11497    POLYGON ((103338.953 4057078.576, 103338.876 4...
11498    POLYGON ((103338.953 4057078.576, 103338.876 4...
11499    POLYGON ((103338.953 4057078.576, 103338.876 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",16186.0,Schoolfield Dam-WAT,2006
932,"5734    POLYGON ((51187.495 4082309.929, 51187.418 408...
5735    POLYGON ((51187.495 4082309.929, 51187.418 408...
5736    POLYGON ((51187.495 4082309.929, 51187.418 408...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",16057.0,Philpott Lake-WAT,2012
763,"5641    POLYGON ((-29980.662 4090089.523, -29980.738 4...
5642    POLYGON ((-29980.662 4090089.523, -29980.738 4...
5643    POLYGON ((-29980.662 4090089.523, -29980.738 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",15951.0,Buck Hydro-WAT,2010
1326,"5734    POLYGON ((51187.385 4082309.929, 51187.309 408...
5735    POLYGON ((51187.385 4082309.929, 51187.309 408...
5736    POLYGON ((51187.385 4082309.929, 51187.309 408...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",15947.0,Philpott Lake-WAT,2016
1341,"7523    POLYGON ((290639.586 4152779.477, 290639.509 4...
7524    POLYGON ((290639.586 4152779.477, 290639.509 4...
7525    POLYGON ((290639.586 4152779.477, 290639.509 4...
7526    POLYGON ((290639.586 4152779.477, 290639.509 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",15911.871000000001,Darbytown-NG,2016
1530,"11623    POLYGON ((305411.052 4284663.624, 305410.976 4...
11624    POLYGON ((305411.052 4284663.624, 305410.976 4...
11625    POLYGON ((305411.052 4284663.624, 305410.976 4...
11626    POLYGON ((305411.052 4284663.624, 305410.976 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",15781.0,I 95 Landfill Phase II-LFG,2018
1001,"5717    POLYGON ((113901.168 4167498.572, 113901.093 4...
5718    POLYGON ((113901.168 4167498.572, 113901.093 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",15568.0,Snowden-WAT,2012
1211,"19235    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19236    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19237    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19238    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19239    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19240    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19241    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19242    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19243    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19244    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19245    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19246    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19247    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19248    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19249    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19250    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19251    POLYGON ((-6067.498 4130413.500, -6067.573 413...
19252    POLYGON ((-6067.498 4130413.500, -6067.573 413...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",15503.928999999998,New River-LFG,2015
528,"5687    POLYGON ((113177.159 4169678.411, 113177.085 4...
5688    POLYGON ((113177.159 4169678.411, 113177.085 4...
5689    POLYGON ((113177.159 4169678.411, 113177.085 4...
5690    POLYGON ((113177.159 4169678.411, 113177.085 4...
5691    POLYGON ((113177.159 4169678.411, 113177.085 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",15371.0,Cushaw-WAT,2007
1583,"15996    POLYGON ((273570.276 4173280.919, 273570.202 4...
15997    POLYGON ((273570.276 4173280.919, 273570.202 4...
15998    POLYGON ((273570.276 4173280.919, 273570.202 4...
15999    POLYGON ((273570.276 4173280.919, 273570.202 4...
16000    POLYGON ((273570.276 4173280.919, 273570.202 4...
16001    POLYGON ((273570.276 4173280.919, 273570.202 4...
16002    POLYGON ((273570.276 4173280.919, 273570.202 4...
16003    POLYGON ((273570.276 4173280.919, 273570.202 4...
16004    POLYGON ((273570.276 4173280.919, 273570.202 4...
16005    POLYGON ((273570.276 4173280.919, 273570.202 4...
16006    POLYGON ((273570.276 4173280.919, 273570.202 4...
16007    POLYGON ((273570.276 4173280.919, 273570.202 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",15351.955,Henrico-LFG,2018
619,"5719    POLYGON ((12964.607 4071769.297, 12964.534 407...
5720    POLYGON ((12964.607 4071769.297, 12964.534 407...
5721    POLYGON ((12964.607 4071769.297, 12964.534 407...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",15312.33,Pinnacles-WAT,2008
611,"14727    POLYGON ((278859.746 4136813.456, 278859.673 4...
14728    POLYGON ((278859.746 4136813.456, 278859.673 4...
14729    POLYGON ((278859.746 4136813.456, 278859.673 4...
14730    POLYGON ((278859.746 4136813.456, 278859.673 4...
14731    POLYGON ((278859.746 4136813.456, 278859.673 4...
14732    POLYGON ((278859.746 4136813.456, 278859.673 4...
14733    POLYGON ((278859.746 4136813.456, 278859.673 4...
14734    POLYGON ((278859.746 4136813.456, 278859.673 4...
14735    POLYGON ((278859.746 4136813.456, 278859.673 4...
14736    POLYGON ((278859.746 4136813.456, 278859.673 4...
14737    POLYGON ((278859.746 4136813.456, 278859.673 4...
14738    POLYGON ((278859.746 4136813.456, 278859.673 4...
14739    POLYGON ((278859.746 4136813.456, 278859.673 4...
14740    POLYGON ((278859.746 4136813.456, 278859.673 4...
14741    POLYGON ((278859.746 4136813.456, 278859.673 4...
14742    POLYGON ((278859.746 4136813.456, 278859.673 4...
14743    POLYGON ((278859.746 4136813.456, 278859.673 4...
14744    POLYGON ((278859.746 4136813.456, 278859.673 4...
14745    POLYGON ((278859.746 4136813.456, 278859.673 4...
14746    POLYGON ((278859.746 4136813.456, 278859.673 4...
14747    POLYGON ((278859.746 4136813.456, 278859.673 4...
14748    POLYGON ((278859.746 4136813.456, 278859.673 4...
14749    POLYGON ((278859.746 4136813.456, 278859.673 4...
14750    POLYGON ((278859.746 4136813.456, 278859.673 4...
14751    POLYGON ((278859.746 4136813.456, 278859.673 4...
14752    POLYGON ((278859.746 4136813.456, 278859.673 4...
14753    POLYGON ((278859.746 4136813.456, 278859.673 4...
14754    POLYGON ((278859.746 4136813.456, 278859.673 4...
14755    POLYGON ((278859.746 4136813.456, 278859.673 4...
14756    POLYGON ((278859.746 4136813.456, 278859.673 4...
14757    POLYGON ((278859.746 4136813.456, 278859.673 4...
14758    POLYGON ((278859.746 4136813.456, 278859.673 4...
14759    POLYGON ((278859.746 4136813.456, 278859.673 4...
14760    POLYGON ((278859.746 4136813.456, 278859.673 4...
14761    POLYGON ((278859.746 4136813.456, 278859.673 4...
14762    POLYGON ((278859.746 4136813.456, 278859.673 4...
14763    POLYGON ((278859.746 4136813.456, 278859.673 4...
14764    POLYGON ((278859.746 4136813.456, 278859.673 4...
14765    POLYGON ((278859.746 4136813.456, 278859.673 4...
14766    POLYGON ((278859.746 4136813.456, 278859.673 4...
14767    POLYGON ((278859.746 4136813.456, 278859.673 4...
14768    POLYGON ((278859.746 4136813.456, 278859.673 4...
14769    POLYGON ((278859.746 4136813.456, 278859.673 4...
14770    POLYGON ((278859.746 4136813.456, 278859.673 4...
14771    POLYGON ((278859.746 4136813.456, 278859.673 4...
14772    POLYGON ((278859.746 4136813.456, 278859.673 4...
14773    POLYGON ((278859.746 4136813.456, 278859.673 4...
14774    POLYGON ((278859.746 4136813.456, 278859.673 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",15301.031,Chesterfield Landfill Gas-LFG,2008
762,"15225    POLYGON ((289250.891 4251197.308, 289250.818 4...
15226    POLYGON ((289250.891 4251197.308, 289250.818 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",15193.0,Ameresco Stafford-LFG,2010
1176,"11497    POLYGON ((103337.905 4057078.576, 103337.833 4...
11498    POLYGON ((103337.905 4057078.576, 103337.833 4...
11499    POLYGON ((103337.905 4057078.576, 103337.833 4...
dtype: geometry","(0.1411764705882353, 0.38823529411764707, 0.8784313725490196, 1)",15138.0,Schoolfield Dam-WAT,2014
1576,"10822    POLYGON ((180936.858 4254697.952, 180936.785 4...
10824    POLYGON ((180936.858 4254697.952, 180936.785 4...
10825    POLYGON ((180936.858 4254697.952, 180936.785 4...
10826    POLYGON ((180936.858 4254697.952, 180936.785 4...
22771    POLYGON ((180936.858 4254697.952, 180936.785 4...
22772    POLYGON ((180936.858 4254697.952, 180936.785 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",15108.823999999999,Elkton-NG,2018
1163,"10822    POLYGON ((180936.758 4254697.952, 180936.686 4...
10824    POLYGON ((180936.758 4254697.952, 180936.686 4...
10825    POLYGON ((180936.758 4254697.952, 180936.686 4...
10826    POLYGON ((180936.758 4254697.952, 180936.686 4...
22771    POLYGON ((180936.758 4254697.952, 180936.686 4...
22772    POLYGON ((180936.758 4254697.952, 180936.686 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",15009.153,Elkton-NG,2014
680,"10822    POLYGON ((180936.717 4254697.952, 180936.645 4...
10824    POLYGON ((180936.717 4254697.952, 180936.645 4...
10825    POLYGON ((180936.717 4254697.952, 180936.645 4...
10826    POLYGON ((180936.717 4254697.952, 180936.645 4...
22771    POLYGON ((180936.717 4254697.952, 180936.645 4...
22772    POLYGON ((180936.717 4254697.952, 180936.645 4...
dtype: geometry","(0.9294117647058824, 0.40784313725490196, 0.14901960784313725, 1)",14967.883,Elkton-NG,2009
